site,type,age,d13
U1403,bulk,68.37820965,3.058739888
U1403,bulk,68.40487479,3.027706519
U1403,bulk,68.41854653,2.880777778
U1403,bulk,68.43221827,2.961280044
U1403,bulk,68.45956176,3.021359138
U1403,bulk,68.4732335,2.86828125
U1403,bulk,68.48690525,2.950164629
U1403,bulk,68.51424873,2.874164688
U1403,bulk,68.52792047,2.89453125
U1403,bulk,68.54159222,2.773762201
U1403,bulk,68.5689357,2.830915569
U1403,bulk,68.58260745,2.77553125
U1403,bulk,68.59627919,2.88460001
U1403,bulk,68.62362267,2.923085714
U1403,bulk,68.63729442,2.89128125
U1403,bulk,68.64959898,2.916959596
U1403,bulk,68.6646379,2.871957717
U1403,bulk,68.69198139,2.88278125
U1403,bulk,68.70565313,2.900499526
U1403,bulk,68.73299662,2.877524546
U1403,bulk,68.74666836,2.83728125
U1403,bulk,68.7603401,2.83696943
U1403,bulk,68.77401184,2.762054582
